price,price_classification,price_relativity,status,inputs_departure_airport,inputs_departure_country,inputs_arrival_airport,inputs_arrival_country,inputs_departure_date,inputs_return_date,inputs_seat_class,departure_flight_airline,departure_flight_departure_airport,departure_flight_departure_date,departure_flight_departure_time,departure_flight_num_stops,departure_flight_connection_airports,departure_flight_layover_durations,departure_flight_arrival_airport,departure_flight_arrival_date,departure_flight_arrival_time,departure_flight_duration_minutes,departure_flight_duration_str,departure_flight_carry_on_bags,departure_flight_checked_bags,return_flight_airline,return_flight_departure_airport,return_flight_departure_date,return_flight_departure_time,return_flight_num_stops,return_flight_connection_airports,return_flight_layover_durations,return_flight_arrival_airport,return_flight_arrival_date,return_flight_arrival_time,return_flight_duration_minutes,return_flight_duration_str,return_flight_carry_on_bags,return_flight_checked_bags
347,cheaper,219,Ran successfully.,MIA,United States of America,SEA,United States of America,03/05/2026,03/12/2026,Economy (include Basic),United,Miami International Airport,"Thursday, March 5",12:00 PM,1,['Denver International Airport'],['1 hr 15 min'],Seattle-Tacoma International Airport,"Thursday, March 5",6:04 PM,544,9 hr 4 min,0,0,United,Seattle-Tacoma International Airport,"Thursday, March 12",7:10 PM,1,['Denver International Airport'],['1 hr 10 min'],Miami International Airport,"Friday, March 13",5:51 AM,461,7 hr 41 min,0,0
